model,id,instruction,reference,candidate,score,explanation
3b_qlora,E3,How can I reverse a string using Python?,"To reverse a given string in Python, you can use slicing. Slicing allows you to extract a part of a string by specifying the start and end indices, along with the step value. By specifying a step of -1, you can reverse the string. Here's an example code:

```python
string = 'abcdef'
reversed_string = string[::-1]
print(reversed_string)
```

In this code, the variable 'string' is assigned the value 'abcdef'. The slicing notation '[::-1]' is used to reverse the order of characters in the 'string' variable. The reversed string is then stored in the variable 'reversed_string'. Finally, the reversed string is printed to the console using the 'print' function.

When you run this code, it will output:

```
fedcba
```

So, the reversed string of 'abcdef' is 'fedcba'.","You can reverse a string in Python using the following methods:

### Method 1: Using slicing

```python
def reverse_string(s):
    return s[::-1]

# Example usage:
original_string = ""Hello, World!""
reversed_string = reverse_string(original_string)
print(reversed_string)  # Output: ""!dlroW ,olleH""
```

In this method, we use slicing to extract the characters of the string in reverse order. The `[::-1]` slice means ""start at the end of the string and end at position 0, move with the step -1"".

### Method 2: Using the `reversed()` function

```python
def reverse_string(s):
    return """".join(reversed(s))

# Example usage:
original_string = ""Hello, World!""
reversed_string = reverse_string(original_string)
print(reversed_string)  # Output: ""!dlroW ,olleH""
```

In this method, we use the `reversed()` function to reverse the characters of the string, and then join them back together using the `"""".join()` method.

### Method 3: Using a loop

```python
def reverse_string(s):
    reversed_string = """"
    for char in s:
        reversed_string",4,"The candidate answer provides multiple correct methods to reverse a string in Python, including slicing and the `reversed()` function. However, it is incomplete as the third method is cut off and lacks a complete explanation."
3b_qlora,E4,"Write Python code to solve the task:
Little Petya loves presents. His mum bought him two strings of the same size for his birthday. The strings consist of uppercase and lowercase Latin letters. Now Petya wants to compare those two strings lexicographically. The letters' case does not matter, that is an uppercase letter is considered equivalent to the corresponding lowercase letter. Help Petya perform the comparison.

Input

Each of the first two lines contains a bought string. The strings' lengths range from 1 to 100 inclusive. It is guaranteed that the strings are of the same length and also consist of uppercase and lowercase Latin letters.

Output

If the first string is less than the second one, print ""-1"". If the second string is less than the first one, print ""1"". If the strings are equal, print ""0"". Note that the letters' case is not taken into consideration when the strings are compared.

Examples

Input

aaaa
aaaA


Output

0


Input

abs
Abz


Output

-1


Input

abcdefg
AbCdEfF


Output

1

Note

If you want more formal information about the lexicographical order (also known as the ""dictionary order"" or ""alphabetical order""), you can visit the following site:

  * http://en.wikipedia.org/wiki/Lexicographical_order","Step 1:  The given code contains several unrelated blocks of code. It implements a variety of programs, from mathematical calculations to comparison of strings. We need to extract the code that handles the comparison of strings and modify it to accept input and produce the expected output as described in the problem statement.
Step 2:  We'll need to read the input, convert the strings to lowercase, compare the strings lexicographically, and print -1, 1, or 0 based on the comparison results.
Step 3:  Additionally, we'll remove the unrelated code blocks and any unnecessary imports or computations.
```python
# Step 4:  Compare two strings lexicographically after converting them to lowercase and print -1, 1, or 0 based on the comparison result.
s1 = input().lower()
s2 = input().lower()
if s1 > s2:
    print(1)
if s1 < s2:
    print(-1)
if s1 == s2:
    print(0)

```","Here is the Python code to solve the task:

```python
# Read the first string
str1 = input().lower()

# Read the second string
str2 = input().lower()

# Compare the strings
if str1 < str2:
    print(""-1"")
elif str1 > str2:
    print(""1"")
else:
    print(""0"")
```

Explanation:

1. We read the first string and convert it to lowercase using the `lower()` method. This ensures that the comparison is case-insensitive.
2. We read the second string and also convert it to lowercase using the `lower()` method.
3. We compare the two strings using the `<` and `>` operators. If `str1` is less than `str2`, we print `-1`. If `str1` is greater than `str2`, we print `1`. If the strings are equal, we print `0`.

Note: The `input()` function is used to read the input strings. It returns a string object, which we can then convert to lowercase using the `lower()` method.",5,"The candidate answer correctly implements the required functionality to compare two strings lexicographically in a case-insensitive manner, matching the reference answer's logic and output format."
3b_qlora,E5,"Provide a comprehensive explanation about function scoping, return values, the role of the 'None' data type and 'NoneType' in Python, how to use a 'global' keyword in a function, and the interpretation of a function without a return statement. None","1. Start by understanding function scoping in Python, which refers to the visibility and lifetime of variables within a function.
2. Recognize that local variables are only accessible within the function they are defined in, while global variables are accessible throughout the entire program.
3. Consider the concept of return values, which are the outputs produced by a function as a result of its computation.
4. Remember that return values can be part of an expression or assigned to a variable.
5. Think about the role of the 'None' data type in Python, which represents the absence of a value.
6. Understand that if a function doesn't have a return statement, its default return value is 'None'.
7. Consider the 'NoneType' data type, which is the type of 'None' and is used as a placeholder for objects without a value.
8. Reflect on the use of the 'global' keyword in a function, which forces a variable to refer to the global variable with the same name.
9. Finally, consider the interpretation of a function without a return statement, which means that the function returns 'None' by default.
10. Combine all these thoughts to form a comprehensive explanation about function scoping, return values, the role of 'None' and 'NoneType', the use of the 'global' keyword, and the interpretation of a function without a return statement.

6. When a function call returns, the local scope associated with that function execution is destroyed and the variables in the local scope are forgotten. However, the values returned by the function calls are still accessible to the calling code.

7. A return value is the output a function produces as a result of its computation. The return value gets sent back, or 'returned', to the call in the program. Yes, a return value can be part of an expression. For instance, the result of a function call can be used in an expression or attributed to a variable.

8. If a function doesn't explicitly use a return statement, the default return value of a call to that function is a special data type called None in Python. None signifies the absence of a value and is not displayed to the console when printed.

9. To force a variable in a function to refer to the global variable, we use the 'global' keyword before the variable. This tells Python that this variable should not be local to this function, instead, it refers to the global variable with the same name.

10. The data type of None is actually NoneType. It's a special type in Python, assigned to variables that hold no other type. It's often used as a placeholder for objects that we don't want to assign a value to yet. 'None' signifies the absence of a value or a null value.","Here's a comprehensive explanation about the requested topics in Python:

### Function Scoping

In Python, a function's scope refers to the region of the program where a variable is defined. The scope of a variable determines where it can be accessed and modified. There are two types of scoping in Python: local and global.

1. **Local scope**: A variable defined inside a function is local to that function. It can only be accessed and modified within the function. If you try to access or modify a local variable outside the function, Python will raise a `NameError`.

2. **Global scope**: A variable defined outside a function is global to that function. It can be accessed and modified within the function. If you try to access or modify a global variable inside the function, Python will raise a `NameError`.

To access a global variable inside a function, you need to use the `global` keyword. Here's an example:

```python
x = 10  # global variable

def my_function():
    global x  # declare x as global
    x = 20  # modify global variable
    print(x)  # prints 20

my_function()
print(x)  # prints 20
```

In the above example,",4,"The candidate answer provides a good explanation of function scoping and the use of the 'global' keyword, but it lacks details on return values, the role of 'None', 'NoneType', and the interpretation of functions without return statements. It is comprehensive but not fully complete."
3b_qlora,E6,Explain how a computer can generate pseudo-random numbers.,"A computer can generate pseudo-random numbers by using an algorithm to generate a sequence of numbers that appear to be random. This algorithm uses an initial seed value, typically an input string or value derived from the computer's internal clock, which is then used to generate a sequence of numbers. The resulting sequence will appear to be random to the user, even though it is always the same. Some common methods of generating pseudo-random numbers include the use of linear congruential generators, which use a linear equation to generate a sequence of numbers; the use of a Blum Blum Shub algorithm, which uses the cycle of two large prime numbers to generate a sequence of numbers; or the use of a Mersenne Twister algorithm, which uses a fixed-point representation of a number to generate a sequence of numbers.","Generating pseudo-random numbers is a fundamental task in computer science, and it's used in a wide range of applications, such as simulations, modeling, and statistical analysis. Here's a simplified explanation of how a computer can generate pseudo-random numbers:

**What are pseudo-random numbers?**

Pseudo-random numbers are numbers that appear to be randomly distributed, but are actually generated using a deterministic algorithm. This means that if you know the initial conditions and the algorithm used to generate the numbers, you can reproduce the same sequence of numbers.

**How do computers generate pseudo-random numbers?**

There are several algorithms used to generate pseudo-random numbers, but one of the most common is the Linear Congruential Generator (LCG). Here's a simplified overview of how it works:

1. **Seed value**: The algorithm starts with a seed value, which is a fixed number that determines the starting point of the sequence.
2. **Modulus**: The algorithm uses a modulus value, which is a large number that determines the period of the sequence. The modulus value is used to ""wrap around"" the sequence, ensuring that the numbers generated are within a specific range.
3. **Multiplication**: The algorithm multiplies the current value by a multiplier value, which is a constant that determines the",4,"The candidate answer provides a good explanation of pseudo-random numbers and mentions the Linear Congruential Generator, but it is incomplete as it does not cover other algorithms mentioned in the reference answer, such as Blum Blum Shub or Mersenne Twister."
3b_qlora,E7,Can you explain how to create a function that calculates the sum of two given numbers and returns the result in Python?,"Sure! To create a function that calculates the sum of two given numbers and returns the result, you can use the following code example:

```python
def add_two_nums(x, y):
  return x + y

x = 2
y = 4
res = add_two_nums(x, y)
print(""The sum of the two numbers is:"", res)
```

In this code, we start by defining a function called ""add_two_nums"" that takes two parameters, ""x"" and ""y"". Inside the function, we simply add the values of ""x"" and ""y"" using the ""+"" operator and return the result.

To test the function, we assign the values 2 and 4 to variables ""x"" and ""y"", respectively. We then call the ""add_two_nums"" function with these variables as arguments and store the returned result in the variable ""res"".

Finally, we print the sum of the two numbers using the ""print"" statement, along with the corresponding result.

When you run this code, the output will be: ""The sum of the two numbers is: 6"".","Here's an example of how you can create a function in Python that calculates the sum of two given numbers and returns the result:

```python
def calculate_sum(num1, num2):
    """"""
    This function calculates the sum of two given numbers and returns the result.

    Parameters:
    num1 (int or float): The first number.
    num2 (int or float): The second number.

    Returns:
    int or float: The sum of num1 and num2.
    """"""
    return num1 + num2

# Example usage:
num1 = 5
num2 = 7
result = calculate_sum(num1, num2)
print(""The sum of"", num1, ""and"", num2, ""is:"", result)
```

In this example, we define a function called `calculate_sum` that takes two parameters, `num1` and `num2`. The function returns the sum of these two numbers.

The `return` statement is used to specify the value that the function will return. In this case, we're returning the sum of `num1` and `num2`.

To use this function, we call it with the two numbers we want to add, and store the result in the `result`",5,"The candidate answer provides a clear and correct implementation of a function to calculate the sum of two numbers, including a detailed explanation and example usage, which aligns well with the reference answer."
3b_qlora,E8,Explain how the Socratic method works and provide an example of its application in a conversation.,"The Socratic method is a dialectical approach to discussion and inquiry, typically practiced through a series of questions and answers. It involves asking probing questions to identify gaps or inconsistencies in someone's understanding or beliefs, ultimately leading to a deeper, more clarified understanding of the concepts being discussed. This method is named after the ancient Greek philosopher Socrates, who used it to engage with his students and promote critical thinking. 

Example of a Socratic method conversation: 
Person A: I think that all people are selfish. 
Person B (using Socratic method): Why do you think all people are selfish? 
Person A: Because everyone is always trying to satisfy their own needs and desires. 
Person B: Can you provide an example of someone acting selfishly? 
Person A: Sure, when people work long hours to get a promotion or raise, they are acting selfishly. 
Person B: What about those who work long hours to provide for their families and give their children better opportunities? Are they still acting selfishly, or could their actions also be considered altruistic?","The Socratic method is a philosophical approach developed by the ancient Greek philosopher Socrates. It's a method of questioning and dialogue that aims to encourage critical thinking, expose contradictions, and arrive at a deeper understanding of a subject. Here's how it works:

**Key principles:**

1. **Questioning**: The Socratic method involves asking a series of questions to prompt the respondent to think critically about their thoughts and opinions.
2. **No direct answers**: The respondent is not expected to provide a direct answer to the question. Instead, they are encouraged to explore their thoughts and ideas through a process of questioning and discussion.
3. **No assumptions**: The respondent is not allowed to assume or take for granted any preconceived notions or opinions. They must carefully consider each question and respond thoughtfully.
4. **Dialogue**: The Socratic method is a dialogue, not a monologue. The respondent is encouraged to engage in a conversation with the questioner, who is not trying to persuade or convince them, but rather to guide them towards a deeper understanding.

**Example conversation:**

Let's say we want to explore the concept of justice. I'll play the role of the questioner, and you can respond as the respondent.

Me: ""What is justice?""

You",4,"The candidate answer provides a clear explanation of the Socratic method and outlines its key principles effectively. However, it lacks a complete example of a conversation, as it ends abruptly without demonstrating the method in action. A more developed example would enhance the response."
3b_qlora,E9,How can I write a program that calculates the factorial of a number using recursion in Python?,"You can use the following Python code to calculate the factorial of a number using recursion:

```python
def factorial(n):
    if n == 0 or n == 1:
        return 1
    else:
        return n * factorial(n-1)

# Test
num = int(input(""Enter a number: ""))
print(""The factorial of"", num, ""is"", factorial(num))
```

In this program, we define a function called `factorial()` that takes an integer `n` as an argument. The function checks if `n` is equal to 0 or 1. If it is, the function returns 1. Otherwise, it recursively calls itself with the argument `n-1` and multiplies the result with `n`.

The base case for the recursion is when `n` is 0 or 1, as the factorial of 0 and 1 is defined as 1.

To test the program, the code prompts the user to enter a number. It then calls the `factorial()` function with the input number and prints the result.","Here's an example of how you can write a program to calculate the factorial of a number using recursion in Python:

```python
def factorial(n):
    """"""
    Calculate the factorial of a number using recursion.

    Args:
        n (int): The number for which the factorial is to be calculated.

    Returns:
        int: The factorial of the given number.

    Raises:
        ValueError: If the input number is negative.
    """"""
    if n < 0:
        raise ValueError(""Factorial is not defined for negative numbers."")
    elif n == 0 or n == 1:
        return 1
    else:
        return n * factorial(n - 1)

# Example usage:
number = 5
result = factorial(number)
print(f""The factorial of {number} is {result}"")
```

In this code:

1.  We define a function called `factorial` that takes an integer `n` as input.
2.  Inside the function, we check if the input number is negative. If it is, we raise a `ValueError` because the factorial is not defined for negative numbers.
3.  We also check if the input number is 0 or 1. If it is, we return 1 because",5,"The candidate answer provides a complete and correct implementation of the factorial function using recursion, including error handling for negative inputs, which enhances the reference answer. It also explains the code clearly and includes an example usage."
3b_qlora,E10,Explain the process of blood clot formation and the role of platelets in it.,"Blood clot formation, also known as coagulation, is a complex process that occurs in response to injury or damage to blood vessels. Platelets, which are small blood cells, play a crucial role in this process. When a blood vessel is damaged, it narrows and constricts to limit blood flow. Then, the exposed collagen fibres from the injured site signal platelets to become activated. Once activated, the platelets change shape, become sticky, and adhere to the damaged site. They also release chemicals that attract more platelets to the area, forming a platelet plug. This plug temporarily seals the injured vessel and prevents further blood loss.

Simultaneously, a series of chemical reactions involving clotting factors (proteins in the blood) takes place. This activates thrombin, which converts fibrinogen (a soluble protein) into fibrin (insoluble protein fibres). These fibrin fibres intertwine with the platelet plug, helping to strengthen and stabilise the clot. The clot acts as a barrier, preventing blood loss and allowing time for the damaged blood vessel to repair itself. Once the vessel has healed, the clot gradually dissolves and is eliminated from the body.","Blood clot formation, also known as coagulation, is a complex process that involves the coordinated action of multiple cell types, proteins, and chemical signals. The process can be divided into three main stages: vascular injury, platelet activation, and coagulation cascade.

**Stage 1: Vascular Injury**

When a blood vessel is injured, the endothelial lining is damaged, and the blood vessel wall is exposed to the bloodstream. This exposure triggers a series of chemical signals that activate the coagulation cascade. The injury also causes the release of chemical signals, such as histamine and serotonin, which attract platelets to the site of injury.

**Stage 2: Platelet Activation**

Platelets, also known as thrombocytes, are small, irregularly-shaped cells that circulate in the bloodstream. When a blood vessel is injured, platelets are activated by the chemical signals released during the injury. Activated platelets undergo a series of changes, including:

1. Shape change: Platelets become more spherical and flatten, allowing them to adhere to the injured vessel wall.
2. Adhesion: Activated platelets release chemical signals, such as adenosine diphosphate (ADP) and thromboxane A2, which attract more platelets",4,"The candidate answer provides a detailed explanation of blood clot formation, including the stages of vascular injury and platelet activation. However, it lacks a complete description of the coagulation cascade and the role of fibrin in stabilizing the clot, which are essential components of the process."
3b_qlora,E11,Explain how data can be collected.,"Data collection refers to the process of gathering and measuring information on various variables, to gain insights and make more informed decisions. There are several ways in which data can be collected, including the following:

1. Surveys: These can be conducted online or offline, and are effective in gathering both quantitative and qualitative data. Surveys consist of a series of questions that are asked to a specific target audience, in order to gain insights into their opinions, preferences and behaviors.

2. Interviews: These are a form of one-to-one conversation with a respondent, where the researcher asks questions to gain in-depth information about the respondent's views or experiences. Interviews can be conducted in person, over the phone, or through video conferencing.

3. Observation: This method entails observing individuals or groups in their natural environment, and recording their behaviors, actions and interactions. It helps to gain insights into specific behaviors or processes without influencing the participants.

4. Experiments: This method involves manipulating one or more independent variables to observe their impact on a dependent variable. Experiments can be conducted in controlled settings, such as laboratories or testing facilities, to assess cause-and-effect relationships.

5. Data mining: This refers to the process of analyzing large datasets to uncover patterns and correlations, using statistical algorithms and machine learning techniques. Data mining can be used to gain insights from both structured and unstructured data, such as text, images and videos.

Overall, the specific method of data collection that is chosen depends on the purpose of the research, the type of data required, and the resources available to the researcher.","Data collection is the process of gathering and acquiring information from various sources to create a dataset. There are several ways data can be collected, including:

1. **Surveys and questionnaires**: Online or offline forms can be used to collect information from individuals or groups about their opinions, behaviors, or experiences.
2. **Observations**: Researchers can observe people, animals, or objects in their natural environment to collect data on their behavior, patterns, or characteristics.
3. **Experiments**: Controlled experiments can be designed to test hypotheses or measure the effects of different variables on a particular outcome.
4. **Secondary data**: Existing data from other sources, such as government records, academic studies, or online databases, can be used to collect data without collecting it from scratch.
5. **Sensors and IoT devices**: Sensors and Internet of Things (IoT) devices can collect data from physical environments, such as temperature, humidity, or motion sensors.
6. **Social media and online platforms**: Social media platforms, online forums, and other digital channels can be used to collect data on user behavior, opinions, or interactions.
7. **Interviews and focus groups**: In-depth interviews or focus groups can be used to collect qualitative data on people's thoughts, feelings, and experiences",4,"The candidate answer provides a comprehensive overview of data collection methods, covering many of the same points as the reference answer, but lacks some detail and clarity in certain areas, such as the explanation of secondary data and the omission of data mining."
3b_qlora,E12,"Write Python code to solve the task:
A palindrome is a string t which reads the same backward as forward (formally, t[i] = t[|t| + 1 - i] for all i ∈ [1, |t|]). Here |t| denotes the length of a string t. For example, the strings 010, 1001 and 0 are palindromes.

You have n binary strings s_1, s_2, ..., s_n (each s_i consists of zeroes and/or ones). You can swap any pair of characters any number of times (possibly, zero). Characters can be either from the same string or from different strings — there are no restrictions.

Formally, in one move you:

  * choose four integer numbers x, a, y, b such that 1 ≤ x, y ≤ n and 1 ≤ a ≤ |s_x| and 1 ≤ b ≤ |s_y| (where x and y are string indices and a and b are positions in strings s_x and s_y respectively), 
  * swap (exchange) the characters s_x[a] and s_y[b]. 



What is the maximum number of strings you can make palindromic simultaneously?

Input

The first line contains single integer Q (1 ≤ Q ≤ 50) — the number of test cases.

The first line on each test case contains single integer n (1 ≤ n ≤ 50) — the number of binary strings you have.

Next n lines contains binary strings s_1, s_2, ..., s_n — one per line. It's guaranteed that 1 ≤ |s_i| ≤ 50 and all strings constist of zeroes and/or ones.

Output

Print Q integers — one per test case. The i-th integer should be the maximum number of palindromic strings you can achieve simultaneously performing zero or more swaps on strings from the i-th test case.

Example

Input


4
1
0
3
1110
100110
010101
2
11111
000001
2
001
11100111


Output


1
2
2
2

Note

In the first test case, s_1 is palindrome, so the answer is 1.

In the second test case you can't make all three strings palindromic at the same time, but you can make any pair of strings palindromic. For example, let's make s_1 = 0110, s_2 = 111111 and s_3 = 010000.

In the third test case we can make both strings palindromic. For example, s_1 = 11011 and s_2 = 100001.

In the last test case s_2 is palindrome and you can make s_1 palindrome, for example, by swapping s_1[2] and s_1[3].","Step 1:  To solve this problem, we need to understand how to determine the maximum number of strings that can be made palindromic simultaneously.
Step 2:  We can use character swapping to transform the strings into palindromes. We need to figure out the maximum number of strings that can be turned into palindromes simultaneously.
Step 3:  We'll need to iterate through the given binary strings and check for the number of character swap operations required to make each string a palindrome.
Step 4:  The main goal is to determine the maximum number of strings that can be made palindromic at the same time.
Step 5:  The calculated maximum number for each test case will be used to return the final result.
```python
# Step 6:  The given code implements a function to calculate the maximum number of strings that can be made palindromic at the same time.

# Step 7:  Import the collections module to use Counter for counting the occurrences of characters in the binary strings.
import collections

# Step 8:  Define a function to calculate the maximum number of strings that can be made palindromic simultaneously.
def f(s):
    # Step 9:  Initialize count and ans variables to keep track of the counts and the maximum number of palindromic strings, respectively.
    
    count = 0
    ans = 0
    # Step 10:  Initialize a Counter object to store the count of characters in the given strings.
    
    gc = collections.Counter()
    # Step 11:  Initialize an empty list to store the modified strings.
    
    r = []

    # Step 12:  Iterate through the given binary strings.
    
    for e in s:
        # Step 13:  Use the Counter to count the occurrences of each character in the string.
        
        cc = collections.Counter(e)
        # Step 14:  Check if the number of occurrences of '1' and '0' is odd for both characters in the string.
        
        if cc['1'] % 2 == cc['0'] % 2 == 1:
            # Step 15:  Append a dictionary with the count of each character to the list r.
            
            r.append({k:cc[k] for k in cc})
        else:
            # Step 16:  Increment the answer count as a single character swap is required.
            
            ans += 1
            # Step 17:  Check if the number of occurrences of '1' is odd and update the Counter accordingly.
            
            if cc['1'] % 2:
                gc['1'] += 1
            # Step 18:  Check if the number of occurrences of '0' is odd and update the Counter accordingly.
            
            if cc['0'] % 2:
                gc['0'] += 1

    # Step 19:  Check if the length of list r is even.
    
    if len(r) % 2 == 0:
        # Step 20:  Return the maximum number of palindromic strings by adding the count and length of r.
        
        return ans + len(r)
    else:
        # Step 21:  Return the maximum number of palindromic strings by adding the count and length of r after adjusting for the Counter values.
        
        return ans + len(r) - 1 + (1 if gc['1'] > 0 or gc['0'] > 0 else 0)

# Step 22:  Read the number of test cases.
nt = int(input())
# Step 23:  Iterate through each test case.
for u in range(nt):
    # Step 24:  Read the number of binary strings for the current test case.
    
    n = int(input())
    # Step 25:  Call the function f and print the maximum number of palindromic strings for the current test case.
    
    print(f([input() for _ in range(n)]))

```","```python
def is_palindrome(s):
    return s == s[::-1]

def solve():
    n = int(input())
    s = [input() for _ in range(n)]
    ans = 0
    for i in range(n):
        for j in range(i + 1, n):
            s[i] = s[i][::-1]
            s[j] = s[j][::-1]
            if is_palindrome(s[i]) and is_palindrome(s[j]):
                ans += 1
            s[i] = s[i][::-1]
            s[j] = s[j][::-1]
    print(ans)

t = int(input())
for _ in range(t):
    solve()
```

Explanation:

1. The `is_palindrome` function checks if a given string is a palindrome by comparing it with its reverse.

2. The `solve` function reads the number of strings `n` and then reads each string.

3. For each string, it checks if the string is a palindrome by reversing the string and comparing it with the original string. If both are equal, it increments the `ans` variable.

4. After checking all strings, it prints the value of `ans`, which is the maximum number of strings",2,The candidate answer attempts to check for palindromes but does not correctly implement the logic for maximizing the number of palindromic strings through swaps. It only checks pairs of strings without considering the overall character distribution needed to form palindromes.
3b_qlora,E13,"Write Python code to solve the task:
A palindrome is a string t which reads the same backward as forward (formally, t[i] = t[|t| + 1 - i] for all i ∈ [1, |t|]). Here |t| denotes the length of a string t. For example, the strings 010, 1001 and 0 are palindromes.

You have n binary strings s_1, s_2, ..., s_n (each s_i consists of zeroes and/or ones). You can swap any pair of characters any number of times (possibly, zero). Characters can be either from the same string or from different strings — there are no restrictions.

Formally, in one move you:

  * choose four integer numbers x, a, y, b such that 1 ≤ x, y ≤ n and 1 ≤ a ≤ |s_x| and 1 ≤ b ≤ |s_y| (where x and y are string indices and a and b are positions in strings s_x and s_y respectively), 
  * swap (exchange) the characters s_x[a] and s_y[b]. 



What is the maximum number of strings you can make palindromic simultaneously?

Input

The first line contains single integer Q (1 ≤ Q ≤ 50) — the number of test cases.

The first line on each test case contains single integer n (1 ≤ n ≤ 50) — the number of binary strings you have.

Next n lines contains binary strings s_1, s_2, ..., s_n — one per line. It's guaranteed that 1 ≤ |s_i| ≤ 50 and all strings constist of zeroes and/or ones.

Output

Print Q integers — one per test case. The i-th integer should be the maximum number of palindromic strings you can achieve simultaneously performing zero or more swaps on strings from the i-th test case.

Example

Input


4
1
0
3
1110
100110
010101
2
11111
000001
2
001
11100111


Output


1
2
2
2

Note

In the first test case, s_1 is palindrome, so the answer is 1.

In the second test case you can't make all three strings palindromic at the same time, but you can make any pair of strings palindromic. For example, let's make s_1 = 0110, s_2 = 111111 and s_3 = 010000.

In the third test case we can make both strings palindromic. For example, s_1 = 11011 and s_2 = 100001.

In the last test case s_2 is palindrome and you can make s_1 palindrome, for example, by swapping s_1[2] and s_1[3].","Step 1:  The problem involves checking and manipulating binary strings to make them palindromic.
Step 2:  We can look at the parity of the length of the binary strings to determine if they can be made palindromic simultaneously.
Step 3:  If all the binary strings have even length, they can all be made palindromic. If any string has odd length, we need to check if the total number of ones across all strings is odd.
Step 4:  Depending on the outcome of these checks, we need to determine the maximum number of strings that can be made palindromic simultaneously.
Step 5:  We can use a loop to iterate through the test cases and handle each case individually.
```python
# Step 6: 
from collections import *
import sys

def all_even(S):
    # Step 7:  Function to check if all binary strings have even length
    
    for s in S:
        if len(s) % 2 == 1:
            return False
    return True

def max_palindromic_strings():
    Q = int(input(""Enter the number of test cases: ""))
    for _ in range(Q):
        n = int(input(""Enter the number of binary strings: ""))
        S = [input() for _ in range(n)]
        if all_even(S):
            no_ones = sum(s.count('1') for s in S)
            if no_ones % 2 == 1:
                print(n - 1)
                continue
        print(n)

max_palindromic_strings()

```","```python
def is_palindrome(s):
    return s == s[::-1]

def solve():
    n = int(input())
    s = [input() for _ in range(n)]
    ans = 0
    for i in range(n):
        for j in range(i + 1, n):
            s[i] = s[i][::-1]
            s[j] = s[j][::-1]
            if is_palindrome(s[i]) and is_palindrome(s[j]):
                ans += 1
            s[i] = s[i][::-1]
            s[j] = s[j][::-1]
    print(ans)

t = int(input())
for _ in range(t):
    solve()
```

Explanation:

1. The `is_palindrome` function checks if a given string is a palindrome by comparing it with its reverse.

2. The `solve` function reads the number of strings `n` and then reads each string.

3. For each string, it checks if the string is a palindrome by reversing the string and comparing it with the original string. If both are equal, it increments the `ans` variable.

4. After checking all strings, it prints the value of `ans`, which is the maximum number of strings",3,"The candidate answer partially addresses the problem by checking for palindromes but does not account for the ability to swap characters between strings, which is crucial for maximizing the number of palindromic strings. It also does not handle multiple test cases correctly."
